place,ID,year,police_perc,BIPOC,Region,Population,total_exp,all_crimjustice_perc,corr_perc
Chisago County,27025,2009,0.102628426,0.051555103,Greater Minnesota,50489,41088850,0.218482703,0.115854277
Clay County,27027,2009,0.100506624,0.092502193,Greater Minnesota,56763,40831866,0.193506415,0.092999791
Clearwater County,27029,2009,0.083324696,0.130736974,Greater Minnesota,8232,13883159,0.139285374,0.055960679
Cook County,27031,2009,0.12845191,0.123490443,Greater Minnesota,5441,13439660,0.160787922,0.032336011
Cottonwood County,27033,2009,0.079485288,0.102053917,Greater Minnesota,11096,11599266,0.160239191,0.080753903
Crow Wing County,27035,2009,0.116964643,0.039059256,Greater Minnesota,62370,51442392,0.223130507,0.106165864
Dakota County,27037,2009,0.07262915,0.169424663,Twin Cities suburbs,400675,264869299,0.139125898,0.066496748
Dodge County,27039,2009,0.229495067,0.062829622,Greater Minnesota,19747,16178448,0.250258368,0.020763302
Douglas County,27041,2009,0.112244296,0.027711865,Greater Minnesota,36333,32910688,0.231810165,0.119565869
Faribault County,27043,2009,0.113407769,0.068759866,Greater Minnesota,14562,14306392,0.19115819,0.077750421
Fillmore County,27045,2009,0.111509727,0.022593578,Greater Minnesota,20828,16043551,0.190638344,0.079128617
Freeborn County,27047,2009,0.085356904,0.11008189,Greater Minnesota,31035,28040075,0.205128909,0.119772005
Goodhue County,27049,2009,0.177974304,0.065405523,Greater Minnesota,45898,42293729,0.3047278,0.126753496
Grant County,27051,2009,0.096969504,0.029708743,Greater Minnesota,5849,10146953,0.108825576,0.011856071
Hennepin County,27053,2009,0.082373463,0.275472298,Core counties,1168983,1062874499,0.182928634,0.100555171
Houston County,27055,2009,0.085927937,0.027706329,Greater Minnesota,19381,17986083,0.151980729,0.066052792
Hubbard County,27057,2009,0.074428747,0.061625525,Greater Minnesota,18753,22268479,0.167543773,0.093115026
Isanti County,27059,2009,0.186298913,0.047108757,Greater Minnesota,39176,28796094,0.214476831,0.028177919
Itasca County,27061,2009,0.095167728,0.067738316,Greater Minnesota,44663,53258569,0.173464218,0.07829649
Jackson County,27063,2009,0.053697429,0.053339679,Greater Minnesota,10775,12974867,0.121232071,0.067534642
Kanabec County,27065,2009,0.0720042,0.038456443,Greater Minnesota,16063,17126237,0.205799266,0.133795065
Kandiyohi County,27067,2009,0.155925946,0.143389637,Greater Minnesota,41392,47594337,0.280767983,0.124842037
Kittson County,27069,2009,0.074915821,0.026036175,Greater Minnesota,4475,7606671,0.105709055,0.030793234
Koochiching County,27071,2009,0.120627039,0.058279345,Greater Minnesota,13178,17528168,0.136905808,0.016278769
Lac qui Parle County,27073,2009,0.10449312,0.028416911,Greater Minnesota,7213,8648512,0.109709624,0.005216504
Lake County,27075,2009,0.09475233,0.02781679,Greater Minnesota,10853,18634919,0.154574699,0.059822369
Lake of the Woods County,27077,2009,0.061320896,0.04378944,Greater Minnesota,3903,7530451,0.102813231,0.041492336
Le Sueur County,27079,2009,0.131926335,0.070591695,Greater Minnesota,28068,21481056,0.147001805,0.015075469
Lincoln County,27081,2009,0.136129365,0.023994393,Greater Minnesota,5806,6852974,0.14076706,0.004637695
Lyon County,27083,2009,0.255807,0.120286424,Greater Minnesota,24964,13230713,0.285599574,0.029792574
Mahnomen County,27087,2009,0.258148701,0.488754305,Greater Minnesota,5025,8940750,0.2749587,0.016809999
Marshall County,27089,2009,0.128524514,0.050423187,Greater Minnesota,9477,12802546,0.137461018,0.008936504
Martin County,27091,2009,0.21384811,0.049601846,Greater Minnesota,20429,16197777,0.21384811,0
McLeod County,27085,2009,0.116330113,0.070104269,Greater Minnesota,37058,26975526,0.19461374,0.078283626
Meeker County,27093,2009,0.199913746,0.044469317,Greater Minnesota,23073,20569526,0.199913746,0
Mille Lacs County,27095,2009,0.107524328,0.093765007,Greater Minnesota,26378,23721906,0.268745353,0.161221025
Morrison County,27097,2009,0.093209494,0.029709498,Greater Minnesota,32722,27554221,0.17830172,0.085092226
Mower County,27099,2009,0.064713217,0.149249147,Greater Minnesota,38105,36369309,0.139664683,0.074951465
Murray County,27101,2009,0.140141235,0.043721696,Greater Minnesota,8410,9887668,0.144570793,0.004429558
Nicollet County,27103,2009,0.069748212,0.081121496,Greater Minnesota,32153,21761920,0.164595082,0.09484687
Nobles County,27105,2009,0.074248551,0.312523879,Greater Minnesota,20402,18482933,0.200870771,0.12662222
Norman County,27107,2009,0.08802592,0.079940883,Greater Minnesota,6628,8573327,0.129365064,0.041339144
Olmsted County,27109,2009,0.084310439,0.160125049,Greater Minnesota,143378,118480002,0.173908269,0.089597829
Otter Tail County,27111,2009,0.104918578,0.051582105,Greater Minnesota,56556,44588033,0.185972187,0.081053609
Pennington County,27113,2009,0.13625414,0.072278933,Greater Minnesota,13738,10782043,0.263215979,0.126961838
Pine County,27115,2009,0.173845964,0.09238275,Greater Minnesota,28308,24716323,0.331737937,0.157891973
Pipestone County,27117,2009,0.118012568,0.070760864,Greater Minnesota,9339,11549719,0.154026085,0.036013517
Polk County,27119,2009,0.043440675,0.095947752,Greater Minnesota,30817,50226361,0.12616803,0.082727355
Pope County,27121,2009,0.092440054,0.023916427,Greater Minnesota,10922,11390095,0.139034222,0.046594168
Ramsey County,27123,2009,0.10664472,0.322784028,Core counties,517748,501213092,0.229476907,0.122832187
Red Lake County,27125,2009,0.135620817,0.049626703,Greater Minnesota,4157,5473555,0.181804695,0.046183879
Redwood County,27127,2009,0.127279521,0.114290538,Greater Minnesota,15518,16079696,0.143911427,0.016631906
Renville County,27129,2009,0.066876822,0.085131974,Greater Minnesota,15985,20938794,0.117169356,0.050292534
Rice County,27131,2009,0.161296263,0.143908189,Greater Minnesota,63408,36298981,0.221274586,0.059978323
Rock County,27133,2009,0.183993996,0.044966071,Greater Minnesota,9517,9691463,0.192123831,0.008129836
Roseau County,27135,2009,0.06176273,0.058091105,Greater Minnesota,15921,19859161,0.113867147,0.052104417
Scott County,27139,2009,0.099371888,0.14687291,Twin Cities suburbs,130953,74123046,0.185591321,0.086219433
Sherburne County,27141,2009,0.124102298,0.070118176,Greater Minnesota,88122,54199069,0.252937684,0.128835386
Sibley County,27143,2009,0.115784648,0.088857044,Greater Minnesota,14988,17124550,0.12872531,0.012940661
St. Louis County,27137,2009,0.110446722,0.075070227,Greater Minnesota,196036,189441032,0.230710721,0.120263999
Stearns County,27145,2009,0.102441991,0.089811715,Greater Minnesota,148671,93110158,0.206954208,0.104512217
Steele County,27147,2009,0.109022917,0.105940627,Greater Minnesota,36792,28633347,0.269512223,0.160489306
Stevens County,27149,2009,0.144148523,0.077803241,Greater Minnesota,9648,8391796,0.153698445,0.009549922
Swift County,27151,2009,0.08137702,0.057373109,Greater Minnesota,10825,12928699,0.138530954,0.057153933
Todd County,27153,2009,0.093770923,0.069997198,Greater Minnesota,23864,22607040,0.145195567,0.051424645
Traverse County,27155,2009,0.122769592,0.06373821,Greater Minnesota,3581,7039406,0.196599827,0.073830235
Wabasha County,27157,2009,0.193756211,0.042996682,Greater Minnesota,21900,18091900,0.293514722,0.099758511
Wadena County,27159,2009,0.122577476,0.040493651,Greater Minnesota,13381,14598408,0.132936756,0.01035928
Waseca County,27161,2009,0.125058348,0.092775269,Greater Minnesota,18989,20444025,0.127754637,0.002696289
Washington County,27163,2009,0.175398857,0.136048857,Twin Cities suburbs,236917,143545103,0.239275609,0.063876752
Watonwan County,27165,2009,0.082550492,0.224114187,Greater Minnesota,11040,13594710,0.130538349,0.047987857
Wilkin County,27167,2009,0.09620688,0.041761044,Greater Minnesota,6419,10579971,0.143877994,0.047671114
Winona County,27169,2009,0.099070661,0.068464914,Greater Minnesota,49980,32896187,0.182774982,0.083704321
Wright County,27171,2009,0.179791645,0.059892759,Greater Minnesota,120684,82138472,0.26207019,0.082278545
Yellow Medicine County,27173,2009,0.071614462,0.078505379,Greater Minnesota,10040,11597811,0.180972168,0.109357706
Aitkin County,27001,2008,0.085521342,0.04758064,Greater Minnesota,16054,22198038,0.210370664,0.124849322
Anoka County,27003,2008,0.133396477,0.132703432,Twin Cities suburbs,332751,223501413,0.244036882,0.110640406
Becker County,27005,2008,0.092638617,0.119594655,Greater Minnesota,32302,37031792,0.17091976,0.078281143
Beltrami County,27007,2008,0.084222121,0.252229452,Greater Minnesota,43861,55887265,0.129081053,0.044858932
Benton County,27009,2008,0.109904709,0.060783759,Greater Minnesota,39805,28398310,0.227494453,0.117589744
Big Stone County,27011,2008,0.146508403,0.021538735,Greater Minnesota,5466,7531138,0.146508403,0
Blue Earth County,27013,2008,0.075246479,0.08209646,Greater Minnesota,60393,52216822,0.165373641,0.090127162
Brown County,27015,2008,0.069186468,0.044209359,Greater Minnesota,26155,24247993,0.187624972,0.118438503
Carlton County,27017,2008,0.096138778,0.106257935,Greater Minnesota,34128,33992891,0.183617451,0.087478673
Carver County,27019,2008,0.205020626,0.08595925,Twin Cities suburbs,89615,75183411,0.222452716,0.01743209
Cass County,27021,2008,0.132055024,0.1449639,Greater Minnesota,28654,34682323,0.223904927,0.091849903
Chippewa County,27023,2008,0.069610935,0.077090333,Greater Minnesota,12512,13295799,0.121024167,0.051413232
Chisago County,27025,2008,0.098159554,0.049776378,Greater Minnesota,50384,42208413,0.207488753,0.109329199
Clay County,27027,2008,0.104526351,0.090680753,Greater Minnesota,55900,37428007,0.203241866,0.098715515
Clearwater County,27029,2008,0.076733737,0.128293961,Greater Minnesota,8247,13989883,0.126870968,0.050137231
Cook County,27031,2008,0.13560813,0.121787686,Greater Minnesota,5437,11753403,0.174242728,0.038634598
Cottonwood County,27033,2008,0.081217389,0.09672356,Greater Minnesota,11222,11657602,0.159109481,0.077892091
Crow Wing County,27035,2008,0.111469421,0.037782512,Greater Minnesota,61739,55339177,0.207398567,0.095929146
Dakota County,27037,2008,0.066142331,0.161733164,Twin Cities suburbs,398487,282099976,0.129229096,0.063086765
Dodge County,27039,2008,0.211505997,0.060592285,Greater Minnesota,19774,16952290,0.230787994,0.019281997
Douglas County,27041,2008,0.106656503,0.026680915,Greater Minnesota,36151,32099346,0.214475055,0.107818552
Faribault County,27043,2008,0.093475101,0.06646909,Greater Minnesota,14784,19670297,0.119126468,0.025651367
Fillmore County,27045,2008,0.125500231,0.021656054,Greater Minnesota,20940,17026128,0.196707907,0.071207676
Freeborn County,27047,2008,0.063507832,0.106453973,Greater Minnesota,31187,30909479,0.159702433,0.096194601
Goodhue County,27049,2008,0.133447889,0.062474213,Greater Minnesota,46018,41652356,0.262623536,0.129175646
Grant County,27051,2008,0.103896504,0.028510208,Greater Minnesota,5993,9664945,0.115390931,0.011494427
Hennepin County,27053,2008,0.063997486,0.268275441,Core counties,1169151,1301386729,0.177798063,0.113800577
Houston County,27055,2008,0.065550044,0.026769152,Greater Minnesota,19561,22109657,0.119966447,0.054416403
Hubbard County,27057,2008,0.071797654,0.059319191,Greater Minnesota,18823,24958782,0.162157072,0.090359417
Isanti County,27059,2008,0.18338823,0.045084872,Greater Minnesota,39059,29581375,0.211351467,0.027963237
Itasca County,27061,2008,0.098713595,0.066521065,Greater Minnesota,44379,52848070,0.178239887,0.079526291
Jackson County,27063,2008,0.054895082,0.051643316,Greater Minnesota,10842,12659440,0.120958036,0.066062954
Kanabec County,27065,2008,0.070440786,0.037932653,Greater Minnesota,16311,18452818,0.18309236,0.112651574
Kandiyohi County,27067,2008,0.14047234,0.138219886,Greater Minnesota,41689,48047160,0.270105746,0.129633406
Kittson County,27069,2008,0.085635621,0.026149679,Greater Minnesota,4615,7112309,0.111624931,0.02598931
Koochiching County,27071,2008,0.096798554,0.056533148,Greater Minnesota,13302,17948202,0.112854536,0.016055982
Lac qui Parle County,27073,2008,0.091715259,0.026664377,Greater Minnesota,7321,8348022,0.105371308,0.013656049
Lake County,27075,2008,0.10396474,0.027288283,Greater Minnesota,10970,18093644,0.169528371,0.065563631
Lake of the Woods County,27077,2008,0.062260998,0.04258506,Greater Minnesota,3999,7486870,0.104726274,0.042465276
Le Sueur County,27079,2008,0.126751317,0.068555877,Greater Minnesota,28022,21210754,0.13981766,0.013066344
Lincoln County,27081,2008,0.134566791,0.023056629,Greater Minnesota,5882,7110848,0.140271878,0.005705086
Lyon County,27083,2008,0.217981608,0.116041772,Greater Minnesota,24865,14265465,0.238461067,0.020479459
Mahnomen County,27087,2008,0.234987583,0.475938316,Greater Minnesota,5085,8958984,0.246304492,0.011316908
Marshall County,27089,2008,0.13753131,0.049251926,Greater Minnesota,9648,12021568,0.14292653,0.00539522
Martin County,27091,2008,0.23838468,0.047668183,Greater Minnesota,20637,14762056,0.23838468,0
McLeod County,27085,2008,0.116937368,0.068014054,Greater Minnesota,37289,28956706,0.191482864,0.074545496
Meeker County,27093,2008,0.198708843,0.043144643,Greater Minnesota,23141,19192558,0.198708843,0
Mille Lacs County,27095,2008,0.08829471,0.091158784,Greater Minnesota,26397,24992494,0.248661298,0.160366588
Morrison County,27097,2008,0.093540172,0.028573764,Greater Minnesota,32831,30379429,0.182592899,0.089052727
Mower County,27099,2008,0.168639575,0.140492013,Greater Minnesota,38080,26201673,0.203002419,0.034362844
Murray County,27101,2008,0.1493917,0.041712732,Greater Minnesota,8526,9975996,0.152287852,0.002896152
Nicollet County,27103,2008,0.068344372,0.077206172,Greater Minnesota,32024,21672377,0.169300719,0.100956346
Nobles County,27105,2008,0.077900836,0.297000232,Greater Minnesota,20386,18545475,0.200914832,0.123013997
Norman County,27107,2008,0.087428232,0.078299747,Greater Minnesota,6789,8951525,0.128874689,0.041446457
Olmsted County,27109,2008,0.082210314,0.154563226,Greater Minnesota,141326,125779984,0.260547362,0.178337048
Otter Tail County,27111,2008,0.100065027,0.049781317,Greater Minnesota,56875,45471801,0.187190232,0.087125205
Pennington County,27113,2008,0.070024229,0.068247744,Greater Minnesota,13694,11793475,0.254727805,0.184703575
Pine County,27115,2008,0.166178287,0.089773903,Greater Minnesota,28328,25550492,0.312608697,0.146430409
Pipestone County,27117,2008,0.137766416,0.066907304,Greater Minnesota,9364,10692664,0.176671221,0.038904804
Polk County,27119,2008,0.0601924,0.0936993,Greater Minnesota,30854,38168772,0.162163876,0.101971476
Pope County,27121,2008,0.086967057,0.022821484,Greater Minnesota,11073,10994508,0.128318157,0.0413511
Ramsey County,27123,2008,0.104107779,0.314398663,Core counties,517398,508045524,0.225466549,0.12135877
Red Lake County,27125,2008,0.137814839,0.04716243,Greater Minnesota,4111,5037607,0.18458526,0.046770421
Redwood County,27127,2008,0.112501893,0.107776543,Greater Minnesota,15680,16986043,0.130945801,0.018443907
Renville County,27129,2008,0.069408572,0.082597069,Greater Minnesota,16308,20492541,0.110286567,0.040877996
Rice County,27131,2008,0.12306615,0.138522623,Greater Minnesota,62898,35971955,0.243982625,0.120916475
Rock County,27133,2008,0.163515874,0.043684593,Greater Minnesota,9459,9964635,0.175038122,0.011522248
Roseau County,27135,2008,0.105004723,0.056485493,Greater Minnesota,16010,13512116,0.174250428,0.069245705
Scott County,27139,2008,0.090778888,0.138952395,Twin Cities suburbs,128500,77301597,0.175144868,0.08436598
Sherburne County,27141,2008,0.116740526,0.066608401,Greater Minnesota,87894,57023848,0.236014921,0.119274396
Sibley County,27143,2008,0.121533645,0.086357197,Greater Minnesota,15098,17058914,0.133741456,0.012207811
St. Louis County,27137,2008,0.08775566,0.072942687,Greater Minnesota,195797,189411259,0.203599058,0.115843399
Stearns County,27145,2008,0.100226218,0.08517434,Greater Minnesota,146989,92856492,0.264645858,0.16441964
Steele County,27147,2008,0.100715093,0.101645033,Greater Minnesota,36735,30650719,0.245899028,0.145183935
Stevens County,27149,2008,0.13961526,0.073866816,Greater Minnesota,9693,8825690,0.143934015,0.004318756
Swift County,27151,2008,0.085556795,0.062410534,Greater Minnesota,11312,12846075,0.146448779,0.060891985
Todd County,27153,2008,0.090452463,0.065963465,Greater Minnesota,24065,23352598,0.135924106,0.045471643
Traverse County,27155,2008,0.129882014,0.061709135,Greater Minnesota,3724,6048759,0.219731023,0.089849009
Wabasha County,27157,2008,0.127017989,0.041520214,Greater Minnesota,22205,17314020,0.232861635,0.105843646
Wadena County,27159,2008,0.11636874,0.03901663,Greater Minnesota,13532,16247585,0.124713304,0.008344563
Waseca County,27161,2008,0.137422271,0.090023781,Greater Minnesota,19456,17946618,0.139189345,0.001767074
Washington County,27163,2008,0.174974027,0.129217174,Twin Cities suburbs,234348,145145508,0.241376612,0.066402585
Watonwan County,27165,2008,0.088783404,0.218186452,Greater Minnesota,11286,12511167,0.125181048,0.036397644
Wilkin County,27167,2008,0.077376169,0.040638876,Greater Minnesota,6565,9171674,0.13109995,0.05372378
Winona County,27169,2008,0.096171095,0.066332677,Greater Minnesota,50209,34454001,0.180447809,0.084276714
Wright County,27171,2008,0.200072029,0.056321203,Greater Minnesota,119335,68699768,0.271389825,0.071317795
Yellow Medicine County,27173,2008,0.087183723,0.074906908,Greater Minnesota,10272,11055309,0.196735252,0.109551529
Aitkin County,27001,2007,0.086891852,0.046559209,Greater Minnesota,16067,20785965,0.204431788,0.117539936
Anoka County,27003,2007,0.127622403,0.125130579,Twin Cities suburbs,331246,212119545,0.23169063,0.104068227
Becker County,27005,2007,0.083193325,0.11839949,Greater Minnesota,32183,37334750,0.162485995,0.07929267
Beltrami County,27007,2007,0.070524811,0.250357139,Greater Minnesota,43320,52018842,0.127551686,0.057026875
Benton County,27009,2007,0.111306653,0.058510688,Greater Minnesota,39308,26972332,0.226670612,0.115363959
Big Stone County,27011,2007,0.128098149,0.021015637,Greater Minnesota,5473,7626207,0.128098149,0
Blue Earth County,27013,2007,0.079568154,0.079255167,Greater Minnesota,59723,44840779,0.17556749,0.095999336
Brown County,27015,2007,0.073079816,0.042543135,Greater Minnesota,26344,22085852,0.192232611,0.119152795
Carlton County,27017,2007,0.094078974,0.103884727,Greater Minnesota,33990,32461908,0.177499486,0.083420512
Carver County,27019,2007,0.133565006,0.082224172,Twin Cities suburbs,88384,69576106,0.195802421,0.062237415
Cass County,27021,2007,0.13102744,0.144214499,Greater Minnesota,28743,33514560,0.215769475,0.084742035
Chippewa County,27023,2007,0.091789394,0.072592336,Greater Minnesota,12645,12155631,0.146986611,0.055197217
Chisago County,27025,2007,0.096452472,0.047997654,Greater Minnesota,50433,40758385,0.214090377,0.117637904
Clay County,27027,2007,0.105720581,0.088859314,Greater Minnesota,55441,34947869,0.206109248,0.100388667
Clearwater County,27029,2007,0.083896291,0.125850947,Greater Minnesota,8314,13714027,0.137251298,0.053355007
Cook County,27031,2007,0.121776071,0.12008493,Greater Minnesota,5356,12587399,0.156657543,0.034881472
Cottonwood County,27033,2007,0.085589247,0.091393204,Greater Minnesota,11584,11348692,0.15806641,0.072477163
Crow Wing County,27035,2007,0.110379266,0.036505767,Greater Minnesota,61390,53339012,0.206203969,0.095824703
Dakota County,27037,2007,0.067001574,0.154041666,Twin Cities suburbs,398177,268295519,0.129890574,0.062889
Dodge County,27039,2007,0.230238106,0.058354948,Greater Minnesota,19787,15566537,0.249326745,0.019088639
Douglas County,27041,2007,0.095481523,0.025649966,Greater Minnesota,35827,30119461,0.205250951,0.109769428
Faribault County,27043,2007,0.13313644,0.064178315,Greater Minnesota,15128,13072379,0.169033808,0.035897368
Fillmore County,27045,2007,0.11657813,0.020718529,Greater Minnesota,21086,14841240,0.196193714,0.079615585
Freeborn County,27047,2007,0.071410021,0.102826057,Greater Minnesota,31492,26850237,0.175735209,0.104325187
Goodhue County,27049,2007,0.122527773,0.059542902,Greater Minnesota,46092,37331373,0.261668972,0.139141199
Grant County,27051,2007,0.099521427,0.027311673,Greater Minnesota,6020,9492810,0.106854662,0.007333234
Hennepin County,27053,2007,0.073662131,0.261078585,Core counties,1157400,1060657270,0.17813326,0.104471129
Houston County,27055,2007,0.066002209,0.025831974,Greater Minnesota,19779,20644915,0.124429527,0.058427317
Hubbard County,27057,2007,0.064603175,0.057012858,Greater Minnesota,18891,25615351,0.136043422,0.071440247
Isanti County,27059,2007,0.183113549,0.043060986,Greater Minnesota,38881,28182606,0.21006237,0.026948821
Itasca County,27061,2007,0.073279353,0.065303813,Greater Minnesota,44278,54924748,0.14727454,0.073995187
Jackson County,27063,2007,0.048959892,0.049946954,Greater Minnesota,11015,12846209,0.110718501,0.061758609
Kanabec County,27065,2007,0.068824408,0.037408862,Greater Minnesota,16384,16629798,0.193032952,0.124208544
Kandiyohi County,27067,2007,0.115750561,0.133050135,Greater Minnesota,41763,47075979,0.270204811,0.154454249
Kittson County,27069,2007,0.062294355,0.026263183,Greater Minnesota,4678,9890816,0.08216127,0.019866915
Koochiching County,27071,2007,0.099728162,0.05478695,Greater Minnesota,13506,17501626,0.121301986,0.021573824
Lac qui Parle County,27073,2007,0.105520959,0.024911843,Greater Minnesota,7414,7496814,0.111029832,0.005508874
Lake County,27075,2007,0.118596706,0.026759776,Greater Minnesota,11119,15809714,0.195167477,0.076570772
Lake of the Woods County,27077,2007,0.080719259,0.041380681,Greater Minnesota,4279,7193463,0.123273589,0.04255433
Le Sueur County,27079,2007,0.127071937,0.066520058,Greater Minnesota,27840,19915058,0.140143252,0.013071315
Lincoln County,27081,2007,0.169670268,0.022118866,Greater Minnesota,5943,6555686,0.176766856,0.007096588
Lyon County,27083,2007,0.202059384,0.111797121,Greater Minnesota,24940,14597570,0.231001735,0.028942351
Mahnomen County,27087,2007,0.222300318,0.463122327,Greater Minnesota,5074,8454032,0.239315749,0.017015431
Marshall County,27089,2007,0.127063669,0.048080664,Greater Minnesota,9781,10857242,0.134314773,0.007251105
Martin County,27091,2007,0.229373514,0.045734521,Greater Minnesota,20731,15275469,0.229373514,0
McLeod County,27085,2007,0.128164009,0.06592384,Greater Minnesota,37130,25185331,0.21714529,0.08898128
Meeker County,27093,2007,0.19691772,0.04181997,Greater Minnesota,23371,17298880,0.19691772,0
Mille Lacs County,27095,2007,0.108746958,0.088552561,Greater Minnesota,26171,22740774,0.269034203,0.160287244
Morrison County,27097,2007,0.10915504,0.02743803,Greater Minnesota,32947,31287259,0.19126626,0.08211122
Mower County,27099,2007,0.101002603,0.131734879,Greater Minnesota,38423,26277689,0.194809369,0.093806765
Murray County,27101,2007,0.125348032,0.039703769,Greater Minnesota,8657,9953096,0.127958577,0.002610544
Nicollet County,27103,2007,0.095365062,0.073290847,Greater Minnesota,32042,21752998,0.150597357,0.055232295
Nobles County,27105,2007,0.068471667,0.281476586,Greater Minnesota,20399,18272872,0.186758272,0.118286605
Norman County,27107,2007,0.093823684,0.07665861,Greater Minnesota,6822,7894318,0.120693517,0.026869832
Olmsted County,27109,2007,0.0832456,0.149001402,Greater Minnesota,139418,121019778,0.255001195,0.171755595
Otter Tail County,27111,2007,0.095076077,0.047980528,Greater Minnesota,58437,45013069,0.171237847,0.07616177
Pennington County,27113,2007,0.108771979,0.064216555,Greater Minnesota,13708,11602786,0.246285073,0.137513094
Pine County,27115,2007,0.163329904,0.087165057,Greater Minnesota,28229,24815223,0.281791504,0.118461599
Pipestone County,27117,2007,0.138468236,0.063053745,Greater Minnesota,9342,9939572,0.179909759,0.041441523
Polk County,27119,2007,0.078338162,0.091450849,Greater Minnesota,31023,36139551,0.135170938,0.056832776
Pope County,27121,2007,0.093665007,0.021726542,Greater Minnesota,11110,10461559,0.14550231,0.051837303
Ramsey County,27123,2007,0.096199882,0.306013298,Core counties,517074,480461006,0.212296764,0.116096883
Red Lake County,27125,2007,0.151803689,0.044698156,Greater Minnesota,4122,5077011,0.177259415,0.025455726
Redwood County,27127,2007,0.135964424,0.101262549,Greater Minnesota,15851,16130168,0.151448268,0.015483844
Renville County,27129,2007,0.067624023,0.080062163,Greater Minnesota,16466,19143685,0.104560381,0.036936358
Rice County,27131,2007,0.113090649,0.133137058,Greater Minnesota,63034,32916099,0.238135813,0.125045164
Rock County,27133,2007,0.184413041,0.042403116,Greater Minnesota,9474,8599137,0.19341499,0.00900195
Roseau County,27135,2007,0.098383436,0.05487988,Greater Minnesota,16177,14660659,0.131718704,0.033335268
Scott County,27139,2007,0.068487793,0.131031881,Twin Cities suburbs,123735,71372514,0.154998674,0.08651088
Sherburne County,27141,2007,0.126456274,0.063098626,Greater Minnesota,86308,50778295,0.259532917,0.133076642
Sibley County,27143,2007,0.132473906,0.083857351,Greater Minnesota,15288,15089432,0.144751771,0.012277864
St. Louis County,27137,2007,0.084409344,0.070815146,Greater Minnesota,196108,186683681,0.20073513,0.116325786
Stearns County,27145,2007,0.09528571,0.080536964,Greater Minnesota,145877,85784616,0.192311113,0.097025404
Steele County,27147,2007,0.105776869,0.09734944,Greater Minnesota,36485,26136461,0.267548541,0.161771672
Stevens County,27149,2007,0.14366847,0.06993039,Greater Minnesota,9742,7960856,0.152474558,0.008806088
Swift County,27151,2007,0.074723473,0.06744796,Greater Minnesota,11370,12451228,0.12765512,0.052931647
Todd County,27153,2007,0.096419563,0.061929733,Greater Minnesota,24347,22766801,0.136460849,0.040041286
Traverse County,27155,2007,0.111838268,0.05968006,Greater Minnesota,3793,6045158,0.185392838,0.07355457
Wabasha County,27157,2007,0.11587217,0.040043745,Greater Minnesota,22398,15669880,0.223943706,0.108071536
Wadena County,27159,2007,0.111543402,0.03753961,Greater Minnesota,13573,16200501,0.118465966,0.006922564
Waseca County,27161,2007,0.144728847,0.087272294,Greater Minnesota,19517,16523140,0.14583118,0.001102333
Washington County,27163,2007,0.171293711,0.122385492,Twin Cities suburbs,233104,136285739,0.236920666,0.065626955
Watonwan County,27165,2007,0.092303413,0.212258716,Greater Minnesota,11418,12014832,0.127425003,0.03512159
Wilkin County,27167,2007,0.074612741,0.039516707,Greater Minnesota,6709,8857321,0.156693429,0.082080688
Winona County,27169,2007,0.091855464,0.06420044,Greater Minnesota,49954,32618114,0.177938001,0.086082537
Wright County,27171,2007,0.207860602,0.052749648,Greater Minnesota,116780,60804274,0.281857555,0.073996953
Yellow Medicine County,27173,2007,0.085698918,0.071308436,Greater Minnesota,10428,10629189,0.188167978,0.102469059
Aitkin County,27001,2006,0.079806882,0.045537777,Greater Minnesota,16198,21193310,0.187280845,0.107473962
Anoka County,27003,2006,0.121505857,0.117557726,Twin Cities suburbs,328614,204635403,0.225025413,0.103519556
Becker County,27005,2006,0.091333886,0.117204325,Greater Minnesota,32256,32414771,0.174548418,0.083214532
Beltrami County,27007,2006,0.056010299,0.248484826,Greater Minnesota,43094,52500898,0.113589124,0.057578825
Benton County,27009,2006,0.125758358,0.056237618,Greater Minnesota,38774,23604125,0.245561189,0.119802831
Big Stone County,27011,2006,0.119040491,0.020492539,Greater Minnesota,5504,7715652,0.119040491,0
Blue Earth County,27013,2006,0.073159465,0.076413874,Greater Minnesota,58977,42048175,0.161881913,0.088722448
Brown County,27015,2006,0.13831579,0.040876911,Greater Minnesota,26424,21163079,0.194406825,0.056091035
Carlton County,27017,2006,0.0901759,0.101511518,Greater Minnesota,34220,31216711,0.169690522,0.079514623
Carver County,27019,2006,0.216583625,0.078489094,Twin Cities suburbs,86236,60571532,0.23506645,0.018482825
Cass County,27021,2006,0.170932031,0.143465098,Greater Minnesota,28949,34493968,0.18806062,0.017128589
Chippewa County,27023,2006,0.079737449,0.068094339,Greater Minnesota,12776,12754258,0.132726655,0.052989206
Chisago County,27025,2006,0.086267306,0.046218929,Greater Minnesota,50278,40202994,0.194940108,0.108672802
Clay County,27027,2006,0.092194903,0.087037874,Greater Minnesota,54892,35671256,0.189993226,0.097798323
Clearwater County,27029,2006,0.081810785,0.123407934,Greater Minnesota,8453,11791966,0.146607614,0.064796829
Cook County,27031,2006,0.130807437,0.118382173,Greater Minnesota,5369,11958502,0.162233949,0.031426511
Cottonwood County,27033,2006,0.058064974,0.086062848,Greater Minnesota,11750,12425391,0.124905768,0.066840794
Crow Wing County,27035,2006,0.110541395,0.035229023,Greater Minnesota,61038,50189343,0.192855961,0.082314566
